Movie,Box_office,Certificate,Release_Data,Run_time,Budget,Genre,Director,Producer,Lead_Actor1,Lead_Actor2,Lead_Actor3
yeh-lamhe-judaai-ke,    57 Lakhs,,,,,,Birendra Nath Tiwari,Rg Nayyar,Shah Rukh Khan,Raveena Tandon,Mohnish Bahl
main-aurr-mrs-khanna,    7 Crores, U/A (INDIA),16-Oct-09, 1 HOUR  49 MINUTES,₹ 38 CRORES,"Comedy, Drama, Romance",Prem Soni,Sohail Khan,Deepika Padukone,Salman Khan,Kareena Kapoor Khan
dil-tera-diwana,    3 Crores,,,,,,Lawrence D'souza,Pahlaj Nihalani,Saif Ali Khan,Twinkle Khanna,Adesh Shrivastava
marjaavaan,    45 Crores, U/A (INDIA),15-Nov-19, 2 HOURS  14 MINUTES,₹ 38 CRORES,"Action, Drama, Romance",Milap Zaveri,Bhushan Kumar,Sidharth Malhotra,Riteish Deshmukh,Varinder Singh Ghuman
fryday,    1 Crores, U/A (INDIA),12-Oct-18, 1 HOUR  53 MINUTES,,"Comedy, Drama",Abhishek Dogra,Sajid Qureshi,Govinda,Manoj Bakshi,Prableen Sandhu
strangers,    44 Lakhs, A (INDIA),15-Dec-07, 2 HOURS  15 MINUTES,₹ 3 CRORES,"Drama, Romance, Thriller",Aanand L. Rai,Uday Tiwari,Aanand L Rai,Jimmy Shergill,Nandana Sen
hameshaa,    1 Crores,,,,,,Sanjay Gupta,Gp Sippy,Saif Ali Khan,Kajol Devgn,Milind Gunaji
bhaag-johnny,    1 Crores, U/A (INDIA),25-Sep-15, 1 HOUR  58 MINUTES,,"Action, Fantasy, Thriller, Drama",Shivam Nair,Bhushan Kumar,Mukul Dev,Kunal Khemu,Mandana Karimi
wajah-tum-ho,    9 Crores, A (INDIA),15-Dec-16, 2 HOURS  16 MINUTES,₹ 14 CRORES,"Drama, Mystery, Romance, Thriller, Crime",Vishal Pandya,,Sharman Joshi,Prarthana Behere,Sherlyn Chopra
aaj-ka-goonda-raaj,    9 Crores,,,,,,Ravi Raja Pinisetty,Nn Sippy,Chiranjeevi,Ravi Teja,Raj Babbar
dushmani-a-violent-love-story,    9 Crores,,,,,,Karan Razdan,Karim Morani,Bunty Soorma,Sanjay Khanna,Manisha Koirala
rishtey,    5 Crores,,,,,,Indra Kumar,Indra Kumar,Anil Kapoor,Karisma Kapoor,Arjun Sarja
pathreela-raasta,    77 Lakhs,,,,,,Ajay Kashyap,,Dimple Kapadia,Sadashiv Amrapurkar,Poonam Dasgupta
naya-khoon,    77 Lakhs,,,,,,Rajat Rakshit,,Govinda,Rita Bhaduri,Bharat Bhushan
phhir,    1 Crores,,,,,,Girish Dhamija,,Adah Sharma,Mohan Agashe,Rajniesh Duggall
policegiri,    14 Crores, U/A (INDIA),4-Jul-13, 2 HOURS  21 MINUTES,₹ 30 CRORES,"Action, Comedy, Drama, Crime",K.s. Ravikumar,Rahul Aggarwal,Ks Ravikumar,Sanjay Dutt,Prakash Raj
daag-the-fire,    11 Crores,,,,,,Raj Kanwar,Raj Kanwar,Sanjay Dutt,Mahima Choudhary,Raj Babbar
paap-ka-anth,    11 Crores,,,,,,Pooja Bhatt,Pooja Bhatt,John Abraham,Mohan Agashe,Anahita Oberoi
what-the-fish,    72 Lakhs, U/A (INDIA),13-Dec-13, 1 HOUR  38 MINUTES,₹ 4 CRORES,"Adventure, Comedy, Drama",Gurmmeet Singh,Kr Harish,Mithun Rodwittiya,Dimple Kapadia,Deepti Pujari
hanuman-da-damdaar,    1 Crores, U/A (INDIA),2-Jun-17, 1 HOUR  45 MINUTES,,"Animation, Family, Adventure, Comedy",Ruchi Narain,Ruchi Narain,Salman Khan,Sunny Deol,Dhruv Ganesh
pareshaan-parinda,    1 Crores,,,,,,Devesh Pratap Singh,Rachel Singh,Sadia Nabila,Devika Singh Chauhan,Curran Singh
i-am-singh,    32 Lakhs, U/A (INDIA),2-Dec-11, 2 HOURS  30 MINUTES,₹ 9 CRORES,"Action, Crime, Drama",Puneet Issar,Ps Thind,Aushima Sawhney,Tulip Joshi,Sunita Dhir
mokssh,    3 Lakhs, U (INDIA),27-Dec-13, 1 HOUR  40 MINUTES,₹ 50 LAKHS,"Drama, Musical",Ajit P. Bhairavkar,Sunill Khosla,Ajit Bhairavkar,Sukhada Yash,Chinmay Mandlekar
kanoon-apna-apna,    3 Lakhs,,,,,,Gopal B.,Asr Anjaneyulu,Gopal B,Madhuri Dixit,Sanjay Dutt
joru-ka-ghulam,    7 Crores,,,,,,Shakeel Noorani,,Shakeel Noorani,Govinda,Twinkle Khanna
jhoothi-shaan,    7 Crores,,,,,,Ranjan Bose,,Mithun Chakraborty,Shabana Azmi,Poonam Dhillon
dil-sala-sanki,    7 Crores, U/A (INDIA),9-Sep-16, 1 HOUR  50 MINUTES,,Romance,,,Jimmy Shergill,Madalasa Sharma,Hrishitaa Bhatt
yamla-pagla-deewana-2,    30 Crores, U/A (INDIA),6-Jun-13, 2 HOURS  35 MINUTES,₹ 46 CRORES,"Action, Comedy, Drama, Romance",Sangeeth Sivan,Dharmendra,Dharmendra,Bobby Deol,Sunny Deol
mumbhai-connection,    0 Lakhs,,,,,,Atlanta Nagendra,Abbas Moloo,Alieesa Badreshia,Rafiq Batcha,Rafiq Batcha
ascharyachakit,    0 Lakhs,,,,,,,,Santosh Juvekar,Vipin Sharma,Priyanka Bose
ghar-parivaar,    0 Lakhs,,,,,,Mohanji Prasad,Bk Parivar,Mohanji Prasad,Rajesh Khanna,Rishi Kapoor
azaad-desh-ke-gulam1,    5 Crores,,,,,,S.a. Chandrashekhar,Suresh Bhagat,Sa Chandrasekhar,Rishi Kapoor,Rekha Ganesan
cash,    18 Crores, U/A (INDIA),3-Aug-07, 2 HOURS  17 MINUTES,₹ 32 CRORES,"Action, Drama, Thriller, Crime",Anubhav Sinha,Anubhav Sinha,Ajay Devgan,Riteish Deshmukh,Sunil Shetty
nishana1,    1 Crores,,,,,,Raj N Sippy,Narendra Bajaj,Raj N. Sippy,Mithun Chakraborty,Rekha Ganesan
janata-ki-adalat,    1 Crores,,,,,,Tlv Prasad,,Mithun Chakraborty,Laxmikant Berde,Gautami
chupke-se,    39 Lakhs,,,,,,Shona Urvashi,Jayshree Makhija,Rati Agnihotri,Masumeh Makhija,Om Puri
zoya-factor,    2 Crores, U (INDIA),20-Sep-19, 2 HOURS  16 MINUTES,₹ 33 CRORES,"Romance, Drama, Comedy, Sport",Abhishek Sharma,Aarti Shetty,Sonam Kapoor,Anil Kapoor,Dulquer Salmaan
wah-taj,    13 Lakhs, U/A (INDIA),23-Sep-16, 2 HOURS  5 MINUTES,,Drama,Ajit Sinha,Jayantilal Gada,Amitabh Bachchan,Manjari Phadnis,Shreyas Talpade
agni-pankh,    54 Lakhs,,,,,,Sanjeev Puri,,Jimmy Shergill,Akshay Anand,Divya Dutta
jaan-se-pyaara,    54 Lakhs,,,,,,Anand,Anand,Anand,Anand,Govinda
blackboard-vs-whiteboard,    7 Lakhs, U (INDIA),12-Apr-19, 2 HOURS  14 MINUTES,,"Family, Action",Tarun S Bisht,Nupur Shrivastava,Raghuvir Yadav,Pankaj Jha,Akhilendra Mishra
hasti,    7 Lakhs,,,,,,Ashok Gaikwad,,Ashok Gaekwad,Naseeruddin Shah,Jackie Shroff
miss-tanakpur-haazir-ho,    1 Crores, U/A (INDIA),26-Jun-15, 2 HOURS  14 MINUTES,₹ 6 CRORES,"Comedy, Crime, Family, Romance, Drama",Vinod Kapri,Vinay Tiwari,Rahul Bagga,Ravi Kishan Shukla,Hrishitaa Bhatt
tarkieb,    5 Crores,,,,,,Esmayeel Shroff,Jay Mehta,Nana Patekar,Tabu Hashmi,Annapurna
taaqatwar,    5 Crores,,,,,,David Dhawan,Bobby Raj,Govinda,Sanjay Dutt,Anupam Kher
ak-47,    1 Crores,,,,,,Raam Shetty,Pravin Shah,Aditya,Sadashiv Amrapurkar,Om Puri
phulmania,    1 Crores,,,,,,,,Vinit Kumar,Neetu Pandey,Khushboo Sharma
ek-paheli-leela,    18 Crores, A (INDIA),10-Apr-15, 2 HOURS  24 MINUTES,₹ 23 CRORES,"Mystery, Romance, Thriller, Musical",Bobby Khan,Bhushan Kumar,Bobby Khan,Mohit Ahlawat,Jay Bhanushali
khanna-iyer,    14 Lakhs,,,,,,Hemant Hegde,,Sarvar Ahuja,Aditi Sharma,Prateeksha Lonkar
72-hours-martyr-who-never-died,    14 Lakhs, U/A (INDIA),18-Jan-19, 2 HOURS  10 MINUTES,₹ 11 CRORES,"Biography, War, Action, Drama",Avinash Dhyani,Prashil Rawat,Alka Amin,Gaurav Sharma,Sumit Gulati
tezz,    15 Crores, U/A (INDIA),27-Apr-12, 2 HOURS  3 MINUTES,₹ 52 CRORES,"Crime, Drama, Thriller, Action",Priyadarshan Nair,Ratan Jain,Mohanlal Viswanathan,Kangana Ranaut,Ajay Devgan
krazzy-4,    19 Crores, U/A (INDIA),11-Apr-08, 1 HOUR  50 MINUTES,₹ 18 CRORES,"Comedy, Crime, Drama, Action, Thriller",Jaideep Sen,Rakesh Roshan,Hrithik Roshan,Irrfan Khan,Shah Rukh Khan
adharm,    19 Crores,,,,,,Aziz Sejawal,Nitin Manmohan,Sanjay Dutt,Shabana Azmi,Paresh Rawal
insaniyat-ke-devta,    19 Crores,,,,,,Kc Bokadia,Salim Khan,Rajinikanth,Vinod Khanna,Manisha Koirala
kahin-pyaar-na-ho-jaaye,    6 Crores,,,,,,K. Muralimohana Rao,Bharat S Shah,K Muralimohana Rao,Rani Mukerji,Salman Khan
shera,    2 Crores,,,,,,T.l.v. Prasad,,Tlv Prasad,Mithun Chakraborty,Pinky Chinoy
main-tera-dushman,    2 Crores,,,,,,Vijay Reddy,Kc Bokadia,Rajesh Khanna,Sunny Deol,Jackie Shroff
game-old,    2 Crores,,,,,,Anil Mattoo,,Naseeruddin Shah,Sangeeta Bijlani,Arjun Sarja
bhoot-and-friends,    1 Lakhs, U (INDIA),31-Dec-10, 2 HOURS  13 MINUTES,₹ 1 CRORES,"Animation, Action, Adventure, Drama, Thriller",Karanjeet Saluja,,Kittu Saluja,Jackie Shroff,Ashish Kattar
aur-pyaar-ho-gaya,    7 Crores,,,,,,Rahul Rawail,Sohail Maklai,Aishwarya Rai Bachchan,Bobby Deol,Sunny Deol
super-monsters-save-christmas,    7 Crores,,,,,,,,,,
rakhwala1,    7 Crores,,,,,,K Muralimohana Rao,Smt Rama Naidu,Shalini Kumar,Shabana Azmi,Anil Kapoor
khwaabb,    7 Lakhs, U (INDIA),9-May-14, 1 HOUR  30 MINUTES,₹ 4 CRORES,"Drama, Romance, Sport",Zaid Ali Khan,Moraad Ali Khan,Nafisa Ali,Manoj Bakshi,Sidharth Bhardwaj
andolan,    6 Crores,,,,,,Aziz Sejawal,Sajid Nadiadwala,Govinda,Sanjay Dutt,Somy Ali
teen-patti,    4 Crores,,,,,,Leena Yadav,Harish Amin,R Madhavan,Ajay Devgan,Shraddha Kapoor
lootere,    4 Crores,,,,,,Dharmesh Darshan,Suneel Darshan,Juhi Chawla,Sunny Deol,Naseeruddin Shah
gharana2,    4 Crores,,,,,,Ravi Shankar,Ravi Shankar,K. Ravi Shankar,K Ravi Shankar,Govinda
payback,    8 Lakhs, U/A (INDIA),26-Nov-10, 1 HOUR  55 MINUTES,₹ 2 CRORES,"Action, Crime, Drama, Thriller",Sachin P. Karande,Sarosh Khan,Sachin P Karande,Hrishikesh Joshi,Sara Khan
aetbaar,    4 Crores,,,,,,Vikram Bhatt,,John Abraham,Amitabh Bachchan,Bipasha Basu
daata,    4 Crores,,,,,,Sultan Ahmed,Sultan Ahmed,Mithun Chakraborty,Shammi Kapoor,Arjun Sarja
satrangee-parachute,    9 Lakhs, U (INDIA),25-Feb-11, 1 HOUR  55 MINUTES,₹ 2 CRORES,"Comedy, Drama, Family",Vineet Khetrapal,Vineet Khetrapal,Jackie Shroff,Kay Kay Menon,Zakir Hussain
kisaan,    1 Crores,,,,,,Puneet Sira,Sohail Khan,Jackie Shroff,Nauheed Cyrusi,Dia Mirza
hello-ii,    12 Crores, U/A (INDIA),10-Oct-08, 2 HOURS  9 MINUTES,₹ 14 CRORES,"Drama, Romance",Atul Agnihotri,Atul Agnihotri,Atul Agnihotri,Katrina Kaif,Salman Khan
hyderabad-nawabs-2,    12 Crores, U/A (INDIA),19-Jul-19, 1 HOUR  55 MINUTES,,"Comedy, Drama",Rk,,Aziz Naser,Aziz Naser,Farah Khan
kayda-kanoon,    12 Crores,,,,,,Pradeep Mani,Suresh Sharma,Pradeep Maini,Akshay Kumar,Anupam Kher
just-married1,    4 Crores,,16-Mar-07, 2 HOURS  10 MINUTES,₹ 8 CRORES,"Comedy, Drama, Romance",,,Fardeen Khan,Perizaad Zorabian,Anitha
swarag-narak,    4 Crores,,,,,,Dasari Narayana Rao,B Nagi Reddy,Sanjeev Kumar,Shabana Azmi,Moushumi Chatterjee
tere-liye,    19 Lakhs,,,,,,Sanjay Gadhvi,Devang Dholakia,Bhavna Pani,Arjun Punj,Hiten Paintal
prince3,    19 Crores,,,,,,Kookie V. Gulati,Kumar Sadhuram Taurani,Kookie V Gulati,Nandana Sen,Neeru Bajwa
krishna-cottage,    3 Crores,,,,,,Santram Varma,Shobha Kapoor,Rati Agnihotri,Anitha,Isha Koppikar
pratikar1,    3 Crores,,,,,,Rama Rao Tatineni,Firoz Nadiadwala,Rakhee Gulzar,Madhuri Dixit,Anil Kapoor
the-killer,    4 Crores, A (INDIA),21-Jul-06, 2 HOURS  2 MINUTES,₹ 7 CRORES,"Action, Comedy, Crime, Drama, Thriller",Raksha Mistry,,Hasnain Hyderabadwala,Emraan Hashmi,Irrfan Khan
pal-pal-dil-ke-paas,    6 Crores, U/A (INDIA),20-Sep-19, 2 HOURS  32 MINUTES,₹ 45 CRORES,"Romance, Action, Drama",Sunny Deol,Sunny Deol,Madhu Kandhari Rajesh,Mannu Sandhu,Sachin Khedekar
fool-n-final,    17 Crores, U (INDIA),1-Jun-07, 2 HOURS  22 MINUTES,₹ 26 CRORES,"Action, Comedy, Romance, Drama, Crime",Ahmed Khan,Anurag Kashyap,Shahid Kapoor,Sunny Deol,Jackie Shroff
hote-hote-pyar-hogaya,    2 Crores,,,,,,Firoz Irani,Ashutosh Bajpay,Kajol Devgn,Jackie Shroff,Atul Agnihotri
ankhon-mein-tum-ho,    55 Lakhs,,,,,,Ashim S. Samanta,Shakti Samanta,Ashim S Samanta,Rakhee Gulzar,Ashok Kumar Ganguly
tara-the-journey-of-love-and-passion,    55 Lakhs,,,,,,Kumar Raj,,Raj Kumar,Rekha Rana,Rohit Raj
astro1,    55 Lakhs,,8-Jun-18, 1 HOUR  45 MINUTES,,"Action, Mystery, Sci-fi, Thriller",Asif Akbar,Max Wasa,Dominique Swain,Omi Vaidya,Michael Paré
life-is-beautiful1,    6 Lakhs, U/A (INDIA),22-Aug-14, 1 HOUR  56 MINUTES,₹ 2 CRORES,"Comedy, Romance, Action",Manoj Amarnani,Manoj Amarnani,Nancy Brunetta,Anokhi Dalvi,Parth Naik
loveratri,    18 Crores, U/A (INDIA),4-Oct-18, 2 HOURS  19 MINUTES,₹ 27 CRORES,"Romance, Drama, Musical",Abhiraj Minawala,Salma Khan,Danny Mahoney,Ram Kapoor,Ronit Roy
teri-payal-mere-geet,    47 Lakhs,,,,,,Rehman Naushad,,Rehman Naushad,Govinda,Meenakshi Sheshadri
the-forest,    5 Lakhs,,,,,,Ashvin Kumar,Ashvin Kumar,Nandana Sen,Javed Jaffrey,Nandana Sen
kuku-mathur-ki-jhand-ho-gayi,    1 Crores, U (INDIA),30-May-14, 1 HOUR  49 MINUTES,₹ 6 CRORES,"Comedy, Romance, Drama",Aman Sachdeva,Bejoy Nambiar,Siddharth Gupta,Simran Kaur Mundi,Ashish Juneja
tere-mere-phere,    50 Lakhs, U/A (INDIA),30-Sep-11, 2 HOURS  4 MINUTES,₹ 4 CRORES,"Comedy, Drama, Romance",Deepa Sahi,Ketan Mehta,Anup Jalota,Kriti Panth,Darshan Jariwala
dushman,    4 Crores,,,,,,Shakti Samanta,,Rajesh Khanna,Mithun Chakraborty,Biplab Chatterjee
life-ki-toh-lag-gayi,    14 Lakhs,,,,,,Rakesh Mehta,Rakesh Mehta,Jackie Shroff,Kay Kay Menon,Kishore Kadam
kranti-kshetra,    2 Crores,,,,,,Rajeev Kumar,,Mithun Chakraborty,Pooja Bhatt,Sidhant Salaria
bee-team,    2 Crores,,,,,,,,Kj Schrock,Bobbi Maxwell,
nazar-ke-samne,    1 Crores,,,,,,Jagdish A Sharma,Jai Sharma,Akshay Kumar,Ekta Sohini,Farheen Prabhakar
loveyatri-the-journey-of-love,    1 Crores,,,,,,,,Danny Mahoney,Prateek Gandhi,Ram Kapoor
vijaypath,    6 Crores,,,,,,Farogh Siddique,Dhirajlal Shah,Ajay Devgan,Tabu Hashmi,Danny Denzongpa
vroom,    5 Lakhs,,,,,,Savin Tuscano,Sameer Sabnis,Gaurav Bajaj,Kalpana Bora,Kishore Chougule
1982-a-love-marriage,    0 Lakhs,,,,,,Prashant M Gorey,Shiv Kumar Sharma,Amit Kumar Sharma,Nirmal Sehrawat,Sahil Patel
aakhri-badla,    5 Crores,,,,,,Mangal Chakravarty,,Mangal Chakraborty,Mithun Chakraborty,Anil Chatterjee
great-grand-masti,    14 Crores, A (INDIA),15-Jul-16, 2 HOURS  7 MINUTES,₹ 39 CRORES,"Comedy, Drama, Fantasy, Horror",Indra Kumar,Indra Kumar,Riteish Deshmukh,Puja Bose,Shraddha Das
kunwara,    10 Crores,,,,,,David Dhawan,Ramesh Sadhuram Taurani,Govinda,Nagma Sadanah,Urmila Matondkar
teri-payal-mere-geet2,    10 Crores,,,,,,Rehman Naushad,,Govinda,Meenakshi Sheshadri,Navin Nischol
kama-sundari,    17 Lakhs,,,,,,,,Nagesh Bhonsle,Satyendra Kapoor,Ranjit Barot
maroon,    17 Lakhs, U (INDIA),1-Feb-17, 2 HOURS  10 MINUTES,,Thriller,Pulkit,,Devyani Cm,Manav Kaul,Saurabh Sachdeva
gambler,    7 Crores,,,,,,Dayal Nihalani,Dhirajlal Shah,Govinda,Raj Babbar,Shilpa Shetty Kundra
pagalpanti1,    33 Crores, U/A (INDIA),22-Nov-19, 2 HOURS  45 MINUTES,₹ 72 CRORES,"Comedy, Drama, Action",Anees Bazmee,Bhushan Kumar,Ileana D'cruz,Kriti Kharbanda,John Abraham
barkhaa,    1 Crores,,,,,,Shadaab Mirza,Shabana Azmi,Priyanshu Chatterjee,Sara Loren,Taaha Shah Badusha
aiyyaa,    6 Crores, U/A (INDIA),11-Oct-12, 2 HOURS  28 MINUTES,₹ 19 CRORES,"Comedy, Romance",Sachin Kundalkar,Anurag Kashyap,Prithviraj Sukumaran,Rani Mukerji,Subodh Bhave
kamsin-saali-bani-gharwali,    6 Crores,,,,,,Amit Suryavanshi,Cp Singh,Jyoti,Satnam Kaur,Amit Pachori
mohabbat-aur-jung1,    30 Lakhs,,,,,,,,Mohnish Bahl,Neelam Kothari,Kanchan
jis-desh-mein-ganga-rehta-hain,    7 Crores,,,,,,Mahesh Manjrekar,Jackie Shroff,Govinda,Ankush Chaudhari,Rinke Khanna
gundagardi,    2 Crores,,,,,,V Sai Prasad,Kc Bokadia,V. Sai Prasad,Dharmendra,Raj Babbar
vaastu-shastra,    6 Crores, A (INDIA),22-Oct-04, 1 HOUR  46 MINUTES,₹ 5 CRORES,"Horror, Mystery",Saurab Narang,Ram Gopal Varma,Purab Kohli,J.d. Chakravarthi,Sushmita Sen
say-yes-to-love,    3 Lakhs,,,,,,Mahrukh Mirza,,Nazia Hussain,Aasad Mirza,Saira Mirza
raaz-reboot,    24 Crores, A (INDIA),16-Sep-16, 2 HOURS  7 MINUTES,₹ 31 CRORES,"Horror, Mystery, Romance, Thriller, Drama",Vikram Bhatt,Bhushan Kumar,Emraan Hashmi,Trupti Agarwal,Gauri Arora
bangistan,    5 Crores, U/A (INDIA),7-Aug-15, 2 HOURS  15 MINUTES,₹ 29 CRORES,"Comedy, Drama",Karan Anshuman,Farhan Akhtar,Riteish Deshmukh,Michalina Olszanska,Jacqueline Fernandez
bhai,    5 Crores,,30-Oct-97, 2 HOURS  27 MINUTES,,"Action, Adventure, Drama",Deepak S. Shivdasani,Deepak S Shivdasani,Deepak S Shivdasani,Sunil Shetty,Sonali Bendre
dil-vil-pyar-vyar,    2 Crores,,,,,,Ananth Narayan Mahadevan,Bharat S Shah,Anant Mahadevan,R Madhavan,Jimmy Shergill
sameer,    9 Lakhs, U/A (INDIA),8-Sep-17, 2 HOURS  9 MINUTES,,Drama,Dakxin Bajrange Chhara,Manish Patel,Jay Bhatt,Seema Biswas,Anjali Patil
talaash-the-hunt-begins,    9 Lakhs, U/A (INDIA),3-Jan-03, 2 HOURS  39 MINUTES,,"Action, Adventure, Musical, Romance, Thriller, Drama, Crime, Mystery",Suneel Darshan,Pahlaj Nihalani,Akshay Kumar,Rakhee Gulzar,Kareena Kapoor Khan
revolver-rani,    8 Crores, U/A (INDIA),24-Apr-14, 2 HOURS  12 MINUTES,₹ 27 CRORES,"Action, Comedy, Crime, Drama, Romance",Sai Kabir,Tigmanshu Dhulia,Kangana Ranaut,Jami Jafry,Vir Das
1920-london,    15 Crores, A (INDIA),6-May-16, 2 HOURS  0 MINUTE,₹ 21 CRORES,"Horror, Mystery",Dharmendra Suresh Desai,Vikram Bhatt,Tinu Suresh Desai,Sharman Joshi,Vishal Karwal
love-u-mr-kalakaar,    15 Crores, U (INDIA),13-May-11, 2 HOURS  32 MINUTES,,"Drama, Romance",S. Manasvi,Ajit Kumar Barjatya,S Manasvi,Amrita Rao,Tusshar Kapoor
drive,    15 Crores,,1-Nov-19, 1 HOUR  24 MINUTES,,"Action, Crime, Drama, Thriller, Comedy",Tarun Mansukhani,Karan Johar,Sushant Singh Rajput,Vikramjeet Virk,Jacqueline Fernandez
3-am-movie,    15 Crores,,,,,,Vishal Mahadkar,,Salil Acharya,Anindita Nayar,Rannvijay Singh
jabariya-jodi,    16 Crores, U/A (INDIA),9-Aug-19, 2 HOURS  24 MINUTES,₹ 39 CRORES,"Drama, Comedy, Romance, Action",Prashant Singh,Ekta Kapoor,Prashant Singh,Sidharth Malhotra,Parineeti Chopra
sanam-re,    21 Crores, U (INDIA),12-Feb-16, 2 HOURS  0 MINUTE,₹ 27 CRORES,"Drama, Romance",Divya Khosla Kumar,Bhushan Kumar,Rishi Kapoor,Yami Gautam,Neel Tyagi
banjo,    8 Crores, U/A (INDIA),23-Sep-16, 2 HOURS  17 MINUTES,,"Action, Drama, Musical, Music, Romance",Ravi Jadhav,Krishika Lulla,Riteish Deshmukh,Nargis Fakhri,Dharmesh Yelande
aashiq-banaya-aapne-love-takes-over,    17 Crores,,,,,,Aditya Datt,,Emraan Hashmi,Tanushree Dutta,Sonu Sood
3-am-2014-film,    17 Crores, A (INDIA),26-Sep-14, 1 HOUR  44 MINUTES,,"Horror, Romance",Vishal Mahadkar,Nittin Keni,Salil Acharya,Anindita Nayar,Rannvijay Singh
black3,    23 Crores,,,,,,Pierre Laffargue,,François Bredon,Mata Gabin,François Levantal
mrx,    30 Crores,,,,,,,,Emraan Hashmi,Amyra Dastur,Gurmeet Choudhary
main-krishna-hoon,    30 Crores,,,,,,Rajiv S. Ruia,Nandan K Mahto,Rajiv S Ruia,Hrithik Roshan,Katrina Kaif
hostel,    12 Lakhs,,,,,,Manish Gupta,,Vatsal Seth,Nagesh Bhonsle,Manish Chaudhari
bambai-ka-babu,    1 Crores,,,,,,Vikram Bhatt,Ravi Vachani,Saif Ali Khan,Kajol Devgn,Atul Agnihotri
the-gentleman,    4 Crores, U (INDIA),18-Nov-94, 2 HOURS  20 MINUTES,₹ 3 CRORES,"Action, Drama",Mahesh Bhatt,Bharat S Shah,Juhi Chawla,Chiranjeevi,Heera Rajgopal
a-flying-jatt,    30 Crores, U/A (INDIA),25-Aug-16, 2 HOURS  31 MINUTES,₹ 55 CRORES,"Action, Adventure, Comedy, Fantasy, Sci-fi, Drama, Romance",Remo D Souza,Ekta Kapoor,Tiger Shroff,Shraddha Kapoor,Jacqueline Fernandez
izzatdaar,    30 Crores,,,,,,K. Bapaiah,Sudhakar Bokade,J. Hemambar,K Bapaiah,Madhuri Dixit
706,    3 Lakhs, A (INDIA),11-Jan-19, 2 HOURS  11 MINUTES,,"Thriller, Drama, Family",Shravan Kumar,Sandip Patel,Raayo S. Bakhirta,Atul Kulkarni,Mohan Agashe
aagey-se-right,    3 Crores,,4-Sep-09, 2 HOURS  2 MINUTES,₹ 6 CRORES,"Comedy, Crime, Drama",Indrajit Nattooji,Ronnie Screwvala,Shiv Pandit,Kay Kay Menon,Mahie Gill
lekar-hum-deewana-dil,    2 Crores, U/A (INDIA),4-Jul-14, 2 HOURS  20 MINUTES,₹ 2 CRORES,"Comedy, Romance, Drama",Arif Ali,Saif Ali Khan,Armaan Jain,Deeksha Seth,Neha Mahajan
kanoon-ka-khiladi,    2 Crores,,,,,,Sp Muthuraman,,Rajinikanth,Kushboo,Khushboo Sundar
main-tere-pyaar-mein-pagal,    2 Crores,,,,,,K Raghavendra Rao,,J.d. Chakravarthi,Dasari Brahmam,Rambha
kasganj,    2 Crores,,,,,,,,Hetal Gada,Vaquar Shaikh,Jeetendra Shastri
yamla-pagla-deewana-phir-se,    9 Crores, U/A (INDIA),30-Aug-18, 2 HOURS  27 MINUTES,₹ 36 CRORES,"Comedy, Action, Drama, Romance",Navaniat Singh,Dhaval Gada,Sonakshi Sinha,Salman Khan,Dharmendra
wrong-turn1,    9 Crores,,,,,,,,Lalit Tiwari,Suneel Sinha,Govind Namdev
ashok-chakra-tribute-to-real-heroes1,    9 Crores,,,,,,S.p. Muneshwar,,Sandip Munde,Milind Gunaji,Sudesh Berry
oh-darling-yeh-hai-india,    1 Crores,,,,,,Ketan Mehta,Ketan Mehta,Shah Rukh Khan,Anupam Kher,Paresh Rawal
purani-haveli,    1 Crores,,,,,,Tulsi Ramsay,Gangu Ramsay,Shyam Ramsay,Shubha Vedantam Raghavaiah,Anil Dhawan
hero-v,    34 Crores,,,,,,Nikhil Advani,Salman Khan,Suraj Pancholi,Athiya Shetty,Kishore Kadam
sniff,    34 Crores, U (INDIA),25-Aug-17, 1 HOUR  29 MINUTES,,"Adventure, Comedy, Family, Fantasy, Action, Sci-fi",Amole Gupte,Amole Gupte,Surekha Sikri,Sushmita Mukherjee,Manmeet Singh
tada,    20 Lakhs,,,,,,Shishir Annapurna,,Dharmendra,Monica Bedi,Sadashiv Amrapurkar
zakhmi-rooh,    20 Lakhs,,,,,,Pawan Kumar,Balvendra Sandhu,Pawan Kumar,Moon Moon Sen,Javed Jaffrey
agneekaal,    20 Lakhs,,,,,,Abbas Alibhai Burmawalla,Ranjit Harma,Mastan Alibhai Burmawalla,Madhavi Alladurgam,Raj Babbar
my-friend-pinto,    1 Crores, U/A (INDIA),14-Oct-11, 1 HOUR  40 MINUTES,₹ 9 CRORES,"Comedy, Crime, Drama",Raaghav Dar,Sanjay Leela Bhansali,Kalki Koechlin,Prateik Babbar,Divya Dutta
lakeer-ka-fakeer,    15 Lakhs,,,,,,Zubair Khan,Feroz Abbas Khan,Saikat Bagban,Maarisha,Vicky Ahuja
tum-bin-2,    6 Crores, U/A (INDIA),17-Nov-16, 2 HOURS  27 MINUTES,₹ 12 CRORES,"Drama, Romance",Anubhav Sinha,Bhushan Kumar,Mouni Roy,Aashim Gulati,Neha Sharma
akayla,    4 Crores,,,,,,Ramesh Sippy,Mohammad Riaz,Ramesh Sippy,Amitabh Bachchan,Shashi Kapoor
chot-aaj-isko-kal-tereko,    4 Crores,,,,,,,,Sharad S. Kapoor,Ashutosh Rana,Ashok Banthia
